ip,method,uri_full,uri_norm,timestamp,status,label,attack_tags,anomaly_score
10.34.239.41,GET,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/code/plugin.min.js,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/code/plugin.min.js,1776408017,200,normal,,
10.34.239.41,GET,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/lists/plugin.min.js,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/lists/plugin.min.js,1776408017,200,normal,,
10.34.239.41,GET,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/image/plugin.min.js,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/image/plugin.min.js,1776408017,200,normal,,
10.34.239.41,GET,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/code/plugin.min.js,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/code/plugin.min.js,1776408017,200,normal,,
10.34.239.41,GET,/TEST/$$$call$$$/grid/settings/category/category-category-grid/fetch-grid?_=1776408017127,/TEST/$$$call$$$/grid/settings/category/category-category-grid/fetch-grid?_=1776408017127,1776408017,200,normal,,
10.34.239.41,GET,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/image/plugin.min.js,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/image/plugin.min.js,1776408017,200,normal,,
10.34.239.41,GET,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/lists/plugin.min.js,/lib/pkp/lib/vendor/tinymce/tinymce/plugins/lists/plugin.min.js,1776408017,200,normal,,
10.34.239.41,GET,/TEST/$$$call$$$/grid/settings/sections/section-grid/fetch-grid?_=1776408017126,/TEST/$$$call$$$/grid/settings/sections/section-grid/fetch-grid?_=1776408017126,1776408017,200,normal,,
10.34.239.41,GET,/lib/pkp/lib/vendor/tinymce/tinymce/skins/lightgray/fonts/tinymce.woff,/lib/pkp/lib/vendor/tinymce/tinymce/skins/lightgray/fonts/tinymce.woff,1776408017,200,normal,,
10.34.239.41,GET,/TEST/stats/publications/publications,/TEST/stats/publications/publications,1776408024,200,normal,,
10.34.239.41,GET,/TEST/api/v1/stats/publications?count=30&offset=0&dateStart=2026-03-17&dateEnd=2026-04-16&timelineInterval=day&orderBy=total&orderDirection=DESC,/TEST/api/v1/stats/publications?count=30&offset=0&dateStart=2026-03-17&dateEnd=2026-04-16&timelineInterval=day&orderBy=total&orderDirection=DESC,1776408024,200,normal,,
10.34.239.41,GET,/TEST/stats/editorial/editorial,/TEST/stats/editorial/editorial,1776408031,200,normal,,
10.34.239.41,GET,/TEST/stats/users/users,/TEST/stats/users/users,1776408033,200,normal,,
10.34.239.41,GET,/TEST/stats/reports,/TEST/stats/reports,1776408034,200,normal,,
10.34.239.41,GET,/TEST/index,/TEST/index,1776408038,200,normal,,
10.34.239.41,GET,/TEST/search,/TEST/search,1776408041,200,normal,,
10.34.239.41,GET,/TEST/search/index?query=+%3Cscript%3Ealert%28%27Test_XSS%27%29%3C%2Fscript%3E+&dateFromYear=&dateFromMonth=&dateFromDay=&dateToYear=&dateToMonth=&dateToDay=&authors=,/TEST/search/index?query=+<script>alert('Test_XSS')</script>+&dateFromYear=&dateFromMonth=&dateFromDay=&dateToYear=&dateToMonth=&dateToDay=&authors=,1776408044,200,malicious,attack-generic|attack-xss|attack-protocol,18
10.34.239.41,GET,/TEST/search/index?query=%3Cscript%3Ealert%28%27Test_XSS%27%29%3C%2Fscript%3E&dateFromYear=&dateFromMonth=&dateFromDay=&dateToYear=&dateToMonth=&dateToDay=&authors=,/TEST/search/index?query=<script>alert('Test_XSS')</script>&dateFromYear=&dateFromMonth=&dateFromDay=&dateToYear=&dateToMonth=&dateToDay=&authors=,1776408092,200,malicious,attack-generic|attack-xss|attack-protocol,28
10.34.239.41,GET,/TEST/search/index?query=%3Cscript%3Ealert%28%27Test_XSS%27%29%3C%2Fscript%3E&dateFromYear=&dateFromMonth=&dateFromDay=&dateToYear=&dateToMonth=&dateToDay=&authors=,/TEST/search/index?query=<script>alert('Test_XSS')</script>&dateFromYear=&dateFromMonth=&dateFromDay=&dateToYear=&dateToMonth=&dateToDay=&authors=,1776408094,200,malicious,attack-generic|attack-xss|attack-protocol,28
